Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,2019 Longevity Pay,Grade
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,F,71852.00,4293.24,892.32,16
POL,Department of Police,FSB Traffic Division School Safety Section,M,23385.81,0.00,0.00,10
POL,Department of Police,MSB Communications Division,F,109761.00,2412.81,0.00,25
POL,Department of Police,PSB 1st District Patrol,F,93706.00,8130.53,2175.42,P4
POL,Department of Police,PSB 2nd District Community Action Team,M,98389.00,5550.61,4952.03,P5
POL,Department of Police,FSB Security Services Division,F,63423.57,5791.16,0.00,15
POL,Department of Police,MSB Communications Division,F,79949.90,17063.99,0.00,19
POL,Department of Police,PSB 3rd District Traffic Squad,M,93706.00,6766.97,4716.21,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,660.87,10
POL,Department of Police,PSB 4th District Educational Facilities Officers,M,93706.00,2207.90,4716.21,P4
POL,Department of Police,MSB Training and Education Division,M,93706.00,5849.60,1387.65,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,3591.57,1387.65,P4
POL,Department of Police,MSB Communications Division,M,159828.13,29285.52,0.00,A3
POL,Department of Police,PSB 1st District Patrol,M,108226.00,5631.19,2631.12,A1
POL,Department of Police,HQ Office of the Chief,F,108226.00,1211.70,5447.68,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,26605.00,0.00,268.80,10
POL,Department of Police,FSB Media Services Division,F,107346.00,0.00,0.00,25
POL,Department of Police,PSB 4th District Patrol,M,93706.00,25023.29,1387.65,P4
POL,Department of Police,MSB Communications Division,M,86882.53,7700.15,0.00,23
POL,Department of Police,PSB 1st District Station,F,82691.00,0.00,684.64,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,71852.00,1774.74,2109.12,16
POL,Department of Police,PSB 4th District Patrol,F,60064.34,3488.34,0.00,16
POL,Department of Police,PSB 5th District Patrol,M,71852.00,0.00,0.00,16
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,108226.00,0.00,0.00,P4
POL,Department of Police,FSB Security Services Division,F,68575.00,7702.37,309.76,15
POL,Department of Police,PSB 2nd District Community Action Team,M,87473.00,17333.20,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,202.73,1387.65,P4
POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,93706.00,12574.03,4716.21,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,93706.00,0.00,1387.65,P4
POL,Department of Police,PSB 4th District Educational Facilities Officers,F,93706.00,3856.49,4716.21,P4
POL,Department of Police,MSB Management and Budget Division,F,43737.00,0.00,0.00,P4P
POL,Department of Police,PSB 3rd District Patrol,M,84515.00,8148.23,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,68327.11,8029.13,0.00,20
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,76850.92,0.00,0.00,25
POL,Department of Police,FSB Traffic Division School Safety Section,M,21830.01,0.00,0.00,10
POL,Department of Police,PSB 5th District Patrol,M,76227.00,16217.25,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,79869.81,0.00,0.00,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,17158.06,0.00,0.00,10
POL,Department of Police,MSB Communications Division,M,63758.32,11109.79,0.00,23
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,39444.00,446.25,0.00,0
POL,Department of Police,FSB Animal Services Division,F,71235.28,5622.60,0.00,18
POL,Department of Police,PSB 6th District Community Action Team,F,63260.00,12072.32,0.00,P3
POL,Department of Police,MSB Communications Division,F,52561.61,16722.36,0.00,19
POL,Department of Police,MSB Training and Education Division,M,52500.00,605.84,0.00,9
POL,Department of Police,PSB 2nd District Community Action Team,M,71157.00,7590.85,0.00,P4
POL,Department of Police,MSB Communications Division,F,67843.12,6294.11,0.00,19
POL,Department of Police,PSB 3rd District Patrol,M,62358.00,4873.18,0.00,P2
POL,Department of Police,PSB 3rd District Community Action Team,M,71157.00,16262.36,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,78894.00,12960.70,0.00,P4
POL,Department of Police,MSB Communications Division,F,72267.66,23303.11,0.00,21
POL,Department of Police,PSB 4th District Traffic Squad,M,76227.00,3335.78,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227.00,10390.25,0.00,P4
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,90536.00,195.88,0.00,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,76227.00,20204.32,0.00,P4
POL,Department of Police,MSB Training and Education Division,F,76227.00,4350.90,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227.00,20951.20,0.00,P4
POL,Department of Police,PSB 6th District Special Assignment Team,M,76227.00,12506.43,0.00,P4
POL,Department of Police,PSB 3rd District Special Assignment Team,M,76227.00,11546.05,0.00,P4
POL,Department of Police,PSB 3rd District Community Action Team,M,73647.00,6368.84,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,76227.00,1071.04,0.00,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,76227.00,20304.85,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227.00,1483.08,0.00,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,76227.00,15493.43,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,76227.00,617.33,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,87473.00,20209.49,0.00,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,87473.00,13435.87,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,76227.00,2406.83,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,76227.00,1407.49,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,76227.00,12771.10,0.00,P4
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,F,76227.00,9889.94,0.00,P4
POL,Department of Police,MSB Training and Education Division,M,76227.00,8686.66,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,80037.00,13583.73,0.00,P5
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,93706.00,7805.21,0.00,P4
POL,Department of Police,FSB Security Services Division,M,76699.31,19758.22,0.00,23
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,0.00,0.00,10
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,87473.00,19956.43,0.00,P4
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,56068.68,8467.94,0.00,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.68,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.70,0.00,0.00,10
POL,Department of Police,PSB 1st District Patrol,M,68751.00,1243.21,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,21829.70,0.00,0.00,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,72271.08,366.94,0.00,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.00,0.00,0.00,10
POL,Department of Police,MSB Personnel Division Background Section,F,90848.00,115.50,2666.56,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,769.21,0.00,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,0.00,0.00,21
POL,Department of Police,MSB Personnel Division Background Section,M,90303.47,2061.49,0.00,21
POL,Department of Police,PSB 5th District Patrol,M,61120.00,3346.75,0.00,P3
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,133.89,0.00,10
POL,Department of Police,MSB Communications Division,F,74797.05,8190.07,0.00,21
POL,Department of Police,MSB Communications Division,F,68007.37,11818.22,0.00,19
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,53399.48,4965.61,0.00,16
POL,Department of Police,MSB Communications Division,M,67776.54,5441.56,0.00,19
POL,Department of Police,MSB Management and Budget Division,F,51978.36,1186.65,0.00,16
POL,Department of Police,FSB Security Services Division,M,71599.13,0.00,0.00,23
POL,Department of Police,MSB Training and Education Division,M,52500.00,151.45,0.00,P1
POL,Department of Police,Patrol Services Bureau,F,64486.90,0.00,0.00,17
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,98380.43,0.00,0.00,23
POL,Department of Police,FSB Animal Services Division,M,44421.95,0.00,0.00,12
POL,Department of Police,MSB Communications Division,M,52561.43,9195.15,0.00,19
POL,Department of Police,PSB 4th District Patrol,M,71157.00,5804.38,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,67501.90,4372.17,0.00,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.80,0.00,0.00,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58815.77,0.00,0.00,18
POL,Department of Police,FSB Traffic Division School Safety Section,M,21091.80,0.00,0.00,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,68938.12,0.00,0.00,18
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,74252.10,0.00,0.00,18
POL,Department of Police,PSB 6th District Patrol,M,73647.00,9327.75,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,73647.00,9252.03,0.00,P4
POL,Department of Police,PSB 5th District Community Action Team,M,73647.00,16279.22,0.00,P4
POL,Department of Police,PSB 5th District Community Action Team,M,73647.00,6038.63,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,73647.00,8205.13,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,6178.61,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,73647.00,0.00,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,22439.70,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,13440.29,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,8807.70,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,56883.57,2287.07,0.00,P1
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,5938.15,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,73647.00,5629.26,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,11373.53,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,73647.00,623.92,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227.00,20997.95,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,F,73647.00,7432.27,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,72595.00,4453.86,0.00,P3
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,7393.96,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,73647.00,13327.63,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,17151.55,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,73647.00,7237.79,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,9739.23,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,87473.00,20416.01,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,21041.18,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,F,73647.00,0.00,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,73647.00,16755.75,0.00,P4
POL,Department of Police,PSB 6th District Community Action Team,M,76227.00,20218.02,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,7004.86,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,73647.00,6733.06,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,73647.00,11339.20,0.00,P4
POL,Department of Police,MSB Communications Division,F,67843.11,11742.28,0.00,19
POL,Department of Police,FSB Traffic Division School Safety Section,M,21829.66,123.18,0.00,10
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,87473.00,14703.51,0.00,P4
POL,Department of Police,PSB 2nd District Traffic Squad,M,78894.00,2241.20,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,78894.00,5150.10,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,87473.00,0.00,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,78894.00,0.00,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,104680.00,2620.98,0.00,24
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,104680.00,3488.60,0.00,24
POL,Department of Police,FSB Animal Services Division,F,50962.86,2333.03,0.00,16
POL,Department of Police,MSB Management and Budget Division,M,77409.31,553.93,0.00,18
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.18,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,0.00,0.00,10
POL,Department of Police,FSB Animal Services Division,F,64849.95,5137.89,0.00,20
POL,Department of Police,FSB Animal Services Division,M,64849.95,43161.38,0.00,20
POL,Department of Police,FSB Animal Services Division,F,68092.45,5705.11,0.00,21
POL,Department of Police,MSB Training and Education Division,M,52500.00,1079.14,0.00,P2
POL,Department of Police,PSB 4th District Patrol,M,51978.36,889.07,0.00,16
POL,Department of Police,PSB 3rd District Patrol,F,71157.00,559.29,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,5664.98,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,3165.23,0.00,P4
POL,Department of Police,PSB 1st District Patrol,F,71157.00,8875.50,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,76227.00,4467.30,0.00,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,71157.00,3989.78,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,F,71157.00,3299.54,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,11915.26,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,25.67,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,10075.69,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,84515.00,1584.71,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,6486.05,0.00,P4
POL,Department of Police,PSB 1st District Patrol,F,71157.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,71157.00,1000.71,0.00,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,71157.00,15421.49,0.00,P4
POL,Department of Police,PSB 3rd District Educational Facilities Officers,M,71157.00,5131.73,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157.00,10860.76,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,71157.00,205.27,0.00,P4
POL,Department of Police,PSB 3rd District Community Action Team,M,71157.00,22015.24,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,71157.00,0.00,0.00,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,71157.00,15465.01,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157.00,9869.51,0.00,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,71157.00,14696.11,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,9966.08,0.00,P4
POL,Department of Police,PSB 5th District Community Action Team,F,71157.00,7055.17,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,73647.00,2334.35,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,71157.00,7690.29,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157.00,4038.42,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,71157.00,1513.91,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,7296.71,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,71157.00,0.00,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,71157.00,5870.30,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,71157.00,15956.85,0.00,P4
POL,Department of Police,MSB Information Management and Technology Division,F,69177.76,59981.76,0.00,23
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,51593.71,3917.32,0.00,15
POL,Department of Police,MSB Communications Division,F,65347.39,13086.75,0.00,16
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,48523.37,2865.95,0.00,16
POL,Department of Police,PSB 1st District Patrol,M,71157.00,8353.15,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,78582.54,0.00,0.00,25
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,109761.00,0.00,0.00,25
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,53399.48,0.00,0.00,16
POL,Department of Police,MSB Communications Division,F,72104.78,8155.79,0.00,23
POL,Department of Police,MSB Communications Division,F,54172.67,34320.32,0.00,15
POL,Department of Police,MSB Communications Division,M,65549.81,25396.62,0.00,19
POL,Department of Police,MSB Communications Division,F,65549.81,13056.68,0.00,19
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,M,64486.90,0.00,0.00,20
POL,Department of Police,PSB 2nd District Patrol,M,74715.00,13639.52,0.00,P5
POL,Department of Police,PSB 3rd District Patrol,M,71157.00,13463.96,0.00,P4
POL,Department of Police,PSB 6th District Community Action Team,M,76227.00,2777.62,0.00,P4
POL,Department of Police,FSB Security Services Division,M,67542.95,24957.22,0.00,21
POL,Department of Police,FSB Security Services Division,M,51593.70,14096.77,0.00,15
POL,Department of Police,MSB Policy and Planning Division,M,99852.00,140.85,0.00,23
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,F,71157.00,256.60,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157.00,2257.77,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,63260.00,14255.25,0.00,P3
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,F,71157.00,7331.40,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,76227.00,3592.98,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,F,71157.00,8027.26,0.00,P4
POL,Department of Police,PSB 1st District Educational Facilities Officers,M,78894.00,7731.66,0.00,P4
POL,Department of Police,PSB 5th District Patrol,F,71157.00,1368.74,0.00,P4
POL,Department of Police,PSB 4th District Community Action Team,M,71157.00,3364.68,0.00,P4
POL,Department of Police,PSB 4th District Community Action Team,M,71157.00,13733.12,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,7377.10,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,71157.00,13265.11,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,4822.89,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157.00,8887.20,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,84515.00,542.37,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157.00,13436.47,0.00,P4
POL,Department of Police,PSB 2nd District Community Action Team,M,68751.00,9680.37,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,71157.00,446.26,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157.00,18224.74,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Special Assignment Team,M,71157.00,15284.20,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,8645.31,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,78894.00,4938.64,0.00,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,84515.00,20450.56,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,73647.00,3143.40,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157.00,10826.97,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,71157.00,8854.48,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,7512.16,0.00,P4
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,M,84515.00,18664.49,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,794.20,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,71157.00,18530.32,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,73647.00,153.95,0.00,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,F,71157.00,3778.93,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,71157.00,7691.31,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751.00,3594.78,0.00,P2
POL,Department of Police,PSB 6th District Patrol,M,71157.00,6040.67,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,71157.00,18139.35,0.00,P4
POL,Department of Police,FSB Security Services Division,M,48162.80,2873.48,0.00,15
POL,Department of Police,PSB 4th District Patrol,M,73647.00,13910.20,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,71157.00,9233.02,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,71157.00,10152.00,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,71157.00,3098.95,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,71157.00,6500.40,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,20627.67,0.00,0.00,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58815.77,0.00,0.00,18
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,0.00,0.00,10
POL,Department of Police,MSB Policy and Planning Division,F,104325.25,0.00,0.00,25
POL,Department of Police,MSB Information Management and Technology Division,M,86669.00,3117.51,0.00,20
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,55035.33,2659.01,0.00,16
POL,Department of Police,FSB Animal Services Division,M,64955.24,1839.08,0.00,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,21092.05,0.00,0.00,10
POL,Department of Police,FSB Animal Services Division,F,62428.38,9776.16,0.00,21
POL,Department of Police,MSB Employee Health and Wellness Division,F,99852.00,0.00,0.00,23
POL,Department of Police,FSB Traffic Division School Safety Section,M,21092.05,0.00,0.00,10
POL,Department of Police,PSB 5th District Patrol,M,71157.00,4294.20,0.00,P4
POL,Department of Police,FSB Animal Services Division,F,75023.30,4110.16,0.00,23
POL,Department of Police,MSB Communications Division,F,65549.78,20548.10,0.00,19
POL,Department of Police,FSB Animal Services Division,F,64487.32,361.47,0.00,20
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,52303.60,0.00,0.00,16
POL,Department of Police,FSB Animal Services Division,F,72798.84,0.00,0.00,20
POL,Department of Police,FSB Animal Services Division,M,61589.44,10692.14,0.00,19
POL,Department of Police,FSB Animal Services Division,F,49526.66,50.63,0.00,14
POL,Department of Police,FSB Animal Services Division,F,49526.66,6171.69,0.00,14
POL,Department of Police,FSB Animal Services Division,M,49526.66,1515.77,0.00,14
POL,Department of Police,FSB Animal Services Division,F,56883.44,0.00,0.00,14
POL,Department of Police,FSB Animal Services Division,F,61589.44,0.00,0.00,19
POL,Department of Police,FSB Animal Services Division,M,62923.63,117.56,0.00,20
POL,Department of Police,FSB Animal Services Division,F,54479.33,9817.93,0.00,17
POL,Department of Police,FSB Animal Services Division,M,54905.19,1115.00,0.00,18
POL,Department of Police,FSB Animal Services Division,F,47548.73,1332.74,0.00,16
POL,Department of Police,FSB Animal Services Division,M,64487.32,31.85,0.00,20
POL,Department of Police,FSB Animal Services Division,F,54479.33,0.00,0.00,20
POL,Department of Police,PSB 6th District Patrol,F,59053.00,11027.52,0.00,P3
POL,Department of Police,MSB Training and Education Division,M,52500.00,1722.82,0.00,P2
POL,Department of Police,PSB 6th District Community Action Team,M,68751.00,14694.38,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,66424.00,5550.46,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,71157.00,2355.39,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,0.00,0.00,10
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,65421.92,0.00,0.00,20
POL,Department of Police,PSB 1st District Patrol,M,71157.00,0.00,0.00,P4
POL,Department of Police,MSB Communications Division,F,63333.12,7022.24,0.00,19
POL,Department of Police,PSB 6th District Patrol,M,68751.00,7633.68,0.00,P4
POL,Department of Police,MSB Communications Division,M,63333.12,9131.51,0.00,19
POL,Department of Police,PSB 6th District Patrol,M,71157.00,11292.69,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751.00,1711.95,0.00,P4
POL,Department of Police,PSB 1st District Community Action Team,M,66424.00,7161.86,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751.00,0.00,0.00,P2
POL,Department of Police,MSB Communications Division,M,63333.12,8091.84,0.00,19
POL,Department of Police,PSB 2nd District Patrol,M,68751.00,6147.23,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751.00,4475.36,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,76227.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,68751.00,5131.89,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751.00,4981.07,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,66424.00,21559.70,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,73647.00,2337.00,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,68751.00,3370.84,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,73647.00,3858.91,0.00,P4
POL,Department of Police,PSB 4th District Patrol,F,68751.00,3903.22,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751.00,1691.32,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,73647.00,2515.69,0.00,P4
POL,Department of Police,PSB 6th District Community Action Team,M,68751.00,9952.46,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751.00,8570.52,0.00,P4
POL,Department of Police,PSB 1st District Patrol,F,68751.00,5306.02,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,73647.00,16354.66,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,71157.00,1024.62,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751.00,4183.91,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,76227.00,4909.87,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,68751.00,1426.60,0.00,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751.00,12714.41,0.00,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751.00,22744.76,0.00,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,68751.00,11231.98,0.00,P4
POL,Department of Police,PSB 4th District Special Assignment Team,F,68751.00,16637.05,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,78894.00,9670.42,0.00,P4
POL,Department of Police,PSB 4th District Community Action Team,M,68751.00,16476.83,0.00,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,76227.00,0.00,0.00,P2
POL,Department of Police,PSB 5th District Patrol,M,68751.00,14949.61,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,68751.00,867.70,0.00,P4
POL,Department of Police,PSB 1st District Community Action Team,M,68751.00,22211.16,0.00,P4
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,M,71157.00,9637.59,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,78894.00,0.00,0.00,P2
POL,Department of Police,PSB 3rd District Patrol,M,68751.00,790.42,0.00,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,68751.00,2829.27,0.00,P4
